tipo,id,size_kb,truncado,falta_seccion,llm_bloqueado,sin_citas,todos_cero,cells_dash_pct
mpio,41006,1.6,1,0,0,0,0,0
mpio,41013,1.6,1,0,0,0,0,0
mpio,41016,1.6,1,0,0,0,0,0
mpio,41020,1.6,1,0,0,0,0,0
mpio,41026,1.6,1,0,0,0,0,0
mpio,41078,1.6,1,0,0,0,0,0
mpio,41132,1.6,1,0,0,0,0,0
mpio,41206,1.6,1,0,0,0,0,0
mpio,41244,1.6,1,0,0,0,0,0
mpio,41298,1.6,1,0,0,0,0,0
mpio,41306,1.6,1,0,0,0,0,0
mpio,41319,1.6,1,0,0,0,0,0
mpio,41349,1.6,1,0,0,0,0,0
mpio,41357,1.7,1,0,0,0,0,0
mpio,41359,1.8,1,0,0,0,0,0
mpio,41483,1.8,1,0,0,0,0,0
mpio,41503,1.8,1,0,0,0,0,0
mpio,41518,1.6,1,0,0,0,0,0
mpio,41524,1.7,1,0,0,0,0,0
mpio,41530,1.6,1,0,0,0,0,0
mpio,41548,1.6,1,0,0,0,0,0
mpio,41551,1.9,1,0,0,0,0,0
mpio,41615,1.8,1,0,0,0,0,0
mpio,41660,1.6,1,0,0,0,0,0
mpio,41676,1.6,1,0,0,0,0,0
mpio,41770,1.6,1,0,0,0,0,0
mpio,41791,1.6,1,0,0,0,0,0
mpio,41797,1.6,1,0,0,0,0,0
mpio,41799,1.6,1,0,0,0,0,0
mpio,41801,1.6,1,0,0,0,0,0
mpio,41807,1.6,1,0,0,0,0,0
mpio,41872,1.7,1,0,0,0,0,0
mpio,41885,1.6,1,0,0,0,0,0
mpio,44035,1.8,1,0,0,0,0,0
mpio,44090,1.8,1,0,0,0,0,0
mpio,44098,1.9,1,0,0,0,0,0
mpio,44110,1.6,1,0,0,0,0,0
mpio,44279,1.8,1,0,0,0,0,0
mpio,44420,1.6,1,0,0,0,0,0
mpio,44560,1.6,1,0,0,0,0,0
mpio,44650,1.6,1,0,0,0,0,0
mpio,44847,1.8,1,0,0,0,0,0
mpio,44855,1.6,1,0,0,0,0,0
mpio,44874,1.6,1,0,0,0,0,0
mpio,47001,1.6,1,0,0,0,0,0
mpio,47030,1.6,1,0,0,0,0,0
mpio,47053,1.8,1,0,0,0,0,0
mpio,47058,1.6,1,0,0,0,0,0
mpio,47161,1.6,1,0,0,0,0,0
mpio,47170,1.6,1,0,0,0,0,0
mpio,47189,1.6,1,0,0,0,0,0
mpio,47205,1.6,1,0,0,0,0,0
mpio,47245,1.6,1,0,0,0,0,0
mpio,47258,1.6,1,0,0,0,0,0
mpio,47268,1.6,1,0,0,0,0,0
mpio,47288,1.6,1,0,0,0,0,0
mpio,47318,1.6,1,0,0,0,0,0
mpio,47460,1.6,1,0,0,0,0,0
mpio,47541,1.6,1,0,0,0,0,0
mpio,47545,1.6,1,0,0,0,0,0
mpio,47551,1.6,1,0,0,0,0,0
mpio,47555,1.6,1,0,0,0,0,0
mpio,47570,1.6,1,0,0,0,0,0
mpio,47605,1.6,1,0,0,0,1,0
mpio,47660,1.8,1,0,0,0,0,0
mpio,47675,1.6,1,0,0,0,0,0
mpio,47692,1.6,1,0,0,0,0,0
mpio,47703,1.6,1,0,0,0,0,0
mpio,47707,1.6,1,0,0,0,0,0
mpio,47720,1.6,1,0,0,0,0,0
mpio,47745,1.6,1,0,0,0,0,0
mpio,47798,1.6,1,0,0,0,0,0
mpio,47960,1.6,1,0,0,0,0,0
mpio,47980,1.6,1,0,0,0,0,0
mpio,50001,1.7,1,0,0,0,0,0
mpio,50006,1.6,1,0,0,0,0,0
mpio,50110,1.6,1,0,0,0,0,0
mpio,50124,1.6,1,0,0,0,0,0
mpio,50150,1.6,1,0,0,0,0,0
mpio,50223,1.6,1,0,0,0,0,0
mpio,50226,1.6,1,0,0,0,0,0
mpio,50245,1.6,1,0,0,0,0,0
mpio,50251,1.6,1,0,0,0,0,0
mpio,50270,1.6,1,0,0,0,0,0
mpio,50287,1.6,1,0,0,0,0,0
mpio,50313,1.6,1,0,0,0,0,0
mpio,50318,1.6,1,0,0,0,0,0
mpio,50330,1.9,1,0,0,0,0,0
mpio,50350,1.6,1,0,0,0,0,0
mpio,50370,1.9,1,0,0,0,0,0
mpio,50400,1.8,1,0,0,0,0,0
mpio,50450,1.9,1,0,0,0,0,0
mpio,50573,1.8,1,0,0,0,0,0
mpio,50577,1.6,1,0,0,0,0,0
mpio,50590,1.6,1,0,0,0,0,0
mpio,50606,1.6,1,0,0,0,0,0
mpio,50680,1.6,1,0,0,0,0,0
mpio,50683,1.6,1,0,0,0,0,0
mpio,50686,1.6,1,0,0,0,0,0
mpio,50689,1.6,1,0,0,0,0,0
mpio,50711,1.6,1,0,0,0,0,0
mpio,52001,1.9,1,0,0,0,0,0
mpio,52019,1.6,1,0,0,0,0,0
mpio,52022,1.6,1,0,0,0,0,0
mpio,52036,1.6,1,0,0,0,0,0
mpio,52051,1.6,1,0,0,0,0,0
mpio,52083,1.6,1,0,0,0,0,0
mpio,52110,1.7,1,0,0,0,0,0
mpio,52203,1.6,1,0,0,0,0,0
mpio,52207,1.6,1,0,0,0,0,0
mpio,52210,1.6,1,0,0,0,0,0
mpio,52215,1.6,1,0,0,0,0,0
mpio,52224,1.7,1,0,0,0,0,0
mpio,52227,1.7,1,0,0,0,0,0
mpio,52233,1.6,1,0,0,0,0,0
mpio,52240,1.6,1,0,0,0,0,0
mpio,52254,1.6,1,0,0,0,0,0
mpio,52256,1.6,1,0,0,0,0,0
mpio,52258,1.8,1,0,0,0,0,0
mpio,52260,1.6,1,0,0,0,0,0
mpio,52287,1.6,1,0,0,0,0,0
mpio,52317,1.8,1,0,0,0,0,0
mpio,52320,1.6,1,0,0,0,0,0
mpio,52323,1.6,1,0,0,0,0,0
mpio,52352,1.7,1,0,0,0,0,0
mpio,52354,1.6,1,0,0,0,0,0
mpio,52378,1.6,1,0,0,0,0,0
mpio,52381,1.6,1,0,0,0,0,0
mpio,52385,1.6,1,0,0,0,0,0
mpio,52390,1.8,1,0,0,0,0,0
mpio,52399,1.6,1,0,0,0,0,0
mpio,52405,1.6,1,0,0,0,0,0
mpio,52411,1.6,1,0,0,0,0,0
mpio,52418,1.6,1,0,0,0,0,0
mpio,52427,1.6,1,0,0,0,0,0
mpio,52435,1.6,1,0,0,0,0,0
mpio,52473,1.7,1,0,0,0,0,0
mpio,52480,1.6,1,0,0,0,0,0
mpio,52506,1.6,1,0,0,0,0,0
mpio,52520,1.6,1,0,0,0,0,0
mpio,52540,1.6,1,0,0,0,0,0
mpio,52560,1.7,1,0,0,0,0,0
mpio,52565,1.6,1,0,0,0,0,0
mpio,52573,1.8,1,0,0,0,0,0
mpio,52585,1.6,1,0,0,0,0,0
mpio,52621,1.6,1,0,0,0,0,0
mpio,52678,1.8,1,0,0,0,0,0
mpio,52683,1.6,1,0,0,0,0,0
mpio,52685,1.6,1,0,0,0,0,0
mpio,52687,1.6,1,0,0,0,0,0
mpio,52693,1.6,1,0,0,0,0,0
mpio,52694,1.6,1,0,0,0,0,0
mpio,52696,1.8,1,0,0,0,0,0
mpio,52699,1.8,1,0,0,0,0,0
mpio,52720,1.6,1,0,0,0,0,0
mpio,52786,1.6,1,0,0,0,0,0
mpio,52788,1.6,1,0,0,0,0,0
mpio,52838,1.6,1,0,0,0,0,0
mpio,52885,1.6,1,0,0,0,0,0
mpio,54001,1.6,1,0,0,0,0,0
mpio,54003,1.6,1,0,0,0,0,0
mpio,54051,1.6,1,0,0,0,0,0
mpio,54099,1.6,1,0,0,0,0,0
mpio,54109,1.6,1,0,0,0,1,0
mpio,54125,1.6,1,0,0,0,0,0
mpio,54128,1.6,1,0,0,0,1,0
mpio,54172,1.6,1,0,0,0,0,0
mpio,54174,1.6,1,0,0,0,0,0
mpio,54206,1.8,1,0,0,0,0,0
mpio,54223,1.6,1,0,0,0,0,0
mpio,54239,1.6,1,0,0,0,0,0
mpio,54245,1.6,1,0,0,0,0,0
mpio,54250,1.6,1,0,0,0,0,0
mpio,54261,1.6,1,0,0,0,0,0
mpio,54313,1.6,1,0,0,0,0,0
mpio,54344,1.6,1,0,0,0,0,0
mpio,54347,1.6,1,0,0,0,1,0
mpio,54377,1.6,1,0,0,0,1,0
mpio,54385,1.6,1,0,0,0,0,0
mpio,54398,1.6,1,0,0,0,1,0
mpio,54405,1.6,1,0,0,0,0,0
mpio,54418,1.6,1,0,0,0,0,0
mpio,54480,1.6,1,0,0,0,1,0
mpio,54498,1.6,1,0,0,0,0,0
mpio,54518,1.6,1,0,0,0,0,0
mpio,54520,1.6,1,0,0,0,0,0
mpio,54553,1.6,1,0,0,0,1,0
mpio,54599,1.6,1,0,0,0,1,0
mpio,54660,1.6,1,0,0,0,1,0
mpio,54670,1.6,1,0,0,0,1,0
mpio,54673,1.6,1,0,0,0,0,0
mpio,54680,1.6,1,0,0,0,0,0
mpio,54720,1.6,1,0,0,0,0,0
mpio,54743,1.6,1,0,0,0,1,0
mpio,54800,1.8,1,0,0,0,0,0
mpio,54810,1.6,1,0,0,0,0,0
mpio,54820,1.7,1,0,0,0,0,0
mpio,54871,1.6,1,0,0,0,1,0
mpio,54874,1.6,1,0,0,0,0,0
mpio,63001,1.6,1,0,0,0,0,0
mpio,63111,1.6,1,0,0,0,0,0
mpio,63190,1.6,1,0,0,0,0,0
mpio,63212,1.6,1,0,0,0,0,0
mpio,63272,1.6,1,0,0,0,0,0
mpio,63302,1.6,1,0,0,0,0,0
mpio,63401,1.6,1,0,0,0,0,0
mpio,63470,1.6,1,0,0,0,0,0
mpio,63548,1.8,1,0,0,0,0,0
mpio,63594,1.6,1,0,0,0,0,0
mpio,63690,1.6,1,0,0,0,0,0
mpio,66001,1.6,1,0,0,0,0,0
mpio,66045,1.6,1,0,0,0,0,0
mpio,66075,1.6,1,0,0,0,0,0
mpio,66088,1.8,1,0,0,0,0,0
mpio,66170,1.6,1,0,0,0,0,0
mpio,66318,1.6,1,0,0,0,0,0
mpio,66383,1.6,1,0,0,0,0,0
mpio,66400,1.6,1,0,0,0,0,0
mpio,66456,1.9,1,0,0,0,0,0
mpio,66572,1.8,1,0,0,0,0,0
mpio,66594,1.6,1,0,0,0,0,0
mpio,66682,1.6,1,0,0,0,0,0
mpio,66687,1.6,1,0,0,0,0,0
mpio,68001,1.6,1,0,0,0,0,0
mpio,68013,1.6,1,0,0,0,0,0
mpio,68020,1.6,1,0,0,0,1,0
mpio,68051,1.6,1,0,0,0,0,0
mpio,68077,1.6,1,0,0,0,0,0
mpio,68079,1.6,1,0,0,0,0,0
mpio,68081,1.6,1,0,0,0,0,0
mpio,68092,1.6,1,0,0,0,0,0
mpio,68101,1.6,1,0,0,0,1,0
mpio,68121,1.6,1,0,0,0,1,0
mpio,68132,1.6,1,0,0,0,1,0
mpio,68147,1.6,1,0,0,0,1,0
mpio,68152,1.6,1,0,0,0,0,0
mpio,68160,1.6,1,0,0,0,1,0
mpio,68162,1.6,1,0,0,0,0,0
mpio,68167,1.6,1,0,0,0,0,0
mpio,68169,1.6,1,0,0,0,1,0
mpio,68176,1.6,1,0,0,0,1,0
mpio,68179,1.6,1,0,0,0,1,0
mpio,68190,1.6,1,0,0,0,0,0
mpio,68207,1.6,1,0,0,0,0,0
mpio,68209,1.6,1,0,0,0,1,0
mpio,68211,1.6,1,0,0,0,1,0
mpio,68217,1.6,1,0,0,0,1,0
mpio,68229,1.6,1,0,0,0,1,0
mpio,68235,1.6,1,0,0,0,0,0
mpio,68245,1.6,1,0,0,0,1,0
mpio,68250,1.6,1,0,0,0,0,0
mpio,68255,1.6,1,0,0,0,0,0
mpio,68264,1.6,1,0,0,0,1,0
mpio,68266,1.6,1,0,0,0,0,0
mpio,68271,1.6,1,0,0,0,1,0
mpio,68276,1.6,1,0,0,0,0,0
mpio,68296,1.6,1,0,0,0,0,0
mpio,68298,1.6,1,0,0,0,1,0
mpio,68307,1.6,1,0,0,0,0,0
mpio,68318,1.6,1,0,0,0,0,0
mpio,68320,1.6,1,0,0,0,1,0
mpio,68322,1.6,1,0,0,0,0,0
mpio,68324,1.6,1,0,0,0,1,0
mpio,68327,1.6,1,0,0,0,0,0
mpio,68344,1.6,1,0,0,0,1,0
mpio,68368,1.6,1,0,0,0,1,0
mpio,68370,1.6,1,0,0,0,0,0
mpio,68377,1.6,1,0,0,0,0,0
mpio,68385,1.6,1,0,0,0,0,0
mpio,68397,1.6,1,0,0,0,1,0
mpio,68406,1.6,1,0,0,0,0,0
mpio,68418,1.6,1,0,0,0,0,0
mpio,68425,1.6,1,0,0,0,0,0
mpio,68432,1.6,1,0,0,0,0,0
mpio,68444,1.6,1,0,0,0,0,0
mpio,68464,1.6,1,0,0,0,0,0
mpio,68468,1.6,1,0,0,0,1,0
mpio,68498,1.6,1,0,0,0,0,0
mpio,68500,1.6,1,0,0,0,0,0
mpio,68502,1.6,1,0,0,0,1,0
mpio,68522,1.6,1,0,0,0,1,0
mpio,68524,1.6,1,0,0,0,0,0
mpio,68533,1.6,1,0,0,0,1,0
mpio,68547,1.6,1,0,0,0,0,0
mpio,68549,1.6,1,0,0,0,0,0
mpio,68572,1.6,1,0,0,0,0,0
mpio,68573,1.6,1,0,0,0,0,0
mpio,68575,1.6,1,0,0,0,0,0
mpio,68615,1.6,1,0,0,0,0,0
mpio,68655,1.6,1,0,0,0,0,0
mpio,68669,1.6,1,0,0,0,0,0
mpio,68673,1.6,1,0,0,0,1,0
mpio,68679,1.6,1,0,0,0,0,0
mpio,68682,1.6,1,0,0,0,1,0
mpio,68684,1.6,1,0,0,0,1,0
mpio,68686,1.6,1,0,0,0,1,0
mpio,68689,1.6,1,0,0,0,0,0
mpio,68705,1.6,1,0,0,0,1,0
mpio,68720,1.6,1,0,0,0,1,0
mpio,68745,1.6,1,0,0,0,0,0
mpio,68755,1.6,1,0,0,0,0,0
mpio,68770,1.6,1,0,0,0,0,0
mpio,68773,1.6,1,0,0,0,1,0
mpio,68780,1.6,1,0,0,0,1,0
mpio,68820,1.6,1,0,0,0,0,0
mpio,68855,1.6,1,0,0,0,1,0
mpio,68861,1.6,1,0,0,0,0,0
mpio,68867,1.6,1,0,0,0,0,0
mpio,68872,1.6,1,0,0,0,1,0
mpio,68895,1.6,1,0,0,0,0,0
mpio,70001,1.6,1,0,0,0,0,0
mpio,70110,1.6,1,0,0,0,0,0
mpio,70124,1.6,1,0,0,0,0,0
mpio,70204,1.6,1,0,0,0,0,0
mpio,70215,1.6,1,0,0,0,0,0
mpio,70221,1.6,1,0,0,0,0,0
mpio,70230,1.6,1,0,0,0,0,0
mpio,70233,1.6,1,0,0,0,0,0
mpio,70235,1.6,1,0,0,0,0,0
mpio,70265,1.6,1,0,0,0,0,0
mpio,70400,1.6,1,0,0,0,0,0
mpio,70418,1.6,1,0,0,0,0,0
mpio,70429,1.6,1,0,0,0,0,0
mpio,70473,1.6,1,0,0,0,0,0
mpio,70508,1.6,1,0,0,0,0,0
mpio,70523,1.6,1,0,0,0,0,0
mpio,70670,1.6,1,0,0,0,0,0
mpio,70678,1.6,1,0,0,0,0,0
mpio,70702,1.6,1,0,0,0,0,0
mpio,70708,1.6,1,0,0,0,0,0
mpio,70713,1.6,1,0,0,0,0,0
mpio,70717,1.6,1,0,0,0,0,0
mpio,70742,1.6,1,0,0,0,0,0
mpio,70771,1.6,1,0,0,0,0,0
mpio,70820,1.6,1,0,0,0,0,0
mpio,70823,1.6,1,0,0,0,0,0
mpio,73001,1.6,1,0,0,0,0,0
mpio,73024,1.6,1,0,0,0,1,0
mpio,73026,1.6,1,0,0,0,0,0
mpio,73030,1.6,1,0,0,0,0,0
mpio,73043,1.6,1,0,0,0,0,0
mpio,73055,1.6,1,0,0,0,0,0
mpio,73067,1.6,1,0,0,0,0,0
mpio,73124,1.6,1,0,0,0,0,0
mpio,73148,1.6,1,0,0,0,0,0
mpio,73152,1.6,1,0,0,0,0,0
mpio,73168,1.8,1,0,0,0,0,0
mpio,73200,1.6,1,0,0,0,0,0
mpio,73226,1.6,1,0,0,0,0,0
mpio,73236,1.6,1,0,0,0,0,0
mpio,73268,1.6,1,0,0,0,0,0
mpio,73270,1.6,1,0,0,0,0,0
mpio,73275,1.6,1,0,0,0,0,0
mpio,73283,1.6,1,0,0,0,0,0
mpio,73319,1.6,1,0,0,0,0,0
mpio,73347,1.6,1,0,0,0,1,0
mpio,73349,1.6,1,0,0,0,0,0
mpio,73352,1.6,1,0,0,0,0,0
mpio,73408,1.6,1,0,0,0,0,0
mpio,73411,1.6,1,0,0,0,0,0
mpio,73443,1.6,1,0,0,0,0,0
mpio,73449,1.6,1,0,0,0,0,0
mpio,73461,1.6,1,0,0,0,1,0
mpio,73520,1.6,1,0,0,0,0,0
mpio,73547,1.6,1,0,0,0,0,0
mpio,73555,1.8,1,0,0,0,0,0
mpio,73563,1.9,1,0,0,0,0,0
mpio,73585,1.6,1,0,0,0,0,0
mpio,73616,1.7,1,0,0,0,0,0
mpio,73622,1.6,1,0,0,0,0,0
mpio,73624,1.6,1,0,0,0,0,0
mpio,73671,1.6,1,0,0,0,0,0
mpio,73675,1.8,1,0,0,0,0,0
mpio,73678,1.6,1,0,0,0,0,0
mpio,73686,1.6,1,0,0,0,1,0
mpio,73770,1.6,1,0,0,0,0,0
mpio,73854,1.6,1,0,0,0,0,0
mpio,73861,1.6,1,0,0,0,0,0
mpio,73870,1.6,1,0,0,0,0,0
mpio,73873,1.6,1,0,0,0,0,0
mpio,76001,1.6,1,0,0,0,0,0
mpio,76020,1.6,1,0,0,0,0,0
mpio,76036,1.6,1,0,0,0,0,0
mpio,76041,1.8,1,0,0,0,0,0
mpio,76054,1.8,1,0,0,0,0,0
mpio,76100,1.8,1,0,0,0,0,0
mpio,76111,1.6,1,0,0,0,0,0
mpio,76113,1.9,1,0,0,0,0,0
mpio,76122,1.8,1,0,0,0,0,0
mpio,76126,1.8,1,0,0,0,0,0
mpio,76130,1.6,1,0,0,0,0,0
mpio,76147,1.6,1,0,0,0,0,0
mpio,76233,1.9,1,0,0,0,0,0
mpio,76243,1.6,1,0,0,0,0,0
mpio,76246,1.8,1,0,0,0,0,0
mpio,76248,1.6,1,0,0,0,0,0
mpio,76250,1.8,1,0,0,0,0,0
mpio,76306,1.6,1,0,0,0,0,0
mpio,76318,1.6,1,0,0,0,0,0
mpio,76364,1.8,1,0,0,0,0,0
mpio,76377,1.6,1,0,0,0,0,0
mpio,76400,1.6,1,0,0,0,0,0
mpio,76403,1.6,1,0,0,0,0,0
mpio,76497,1.6,1,0,0,0,0,0
mpio,76520,1.6,1,0,0,0,0,0
mpio,76563,1.8,1,0,0,0,0,0
mpio,76606,1.8,1,0,0,0,0,0
mpio,76616,1.6,1,0,0,0,0,0
mpio,76622,1.6,1,0,0,0,0,0
mpio,76670,1.6,1,0,0,0,0,0
mpio,76736,1.8,1,0,0,0,0,0
mpio,76823,1.6,1,0,0,0,0,0
mpio,76828,1.9,1,0,0,0,0,0
mpio,76834,1.8,1,0,0,0,0,0
mpio,76845,1.6,1,0,0,0,0,0
mpio,76863,1.6,1,0,0,0,0,0
mpio,76869,1.7,1,0,0,0,0,0
mpio,76890,1.6,1,0,0,0,0,0
mpio,76892,1.6,1,0,0,0,0,0
mpio,76895,1.6,1,0,0,0,0,0
mpio,81220,1.7,1,0,0,0,0,0
mpio,81591,1.9,1,0,0,0,0,0
mpio,81736,1.8,1,0,0,0,0,0
mpio,85001,1.6,1,0,0,0,0,0
mpio,85010,1.6,1,0,0,0,0,0
mpio,85015,1.6,1,0,0,0,1,0
mpio,85125,1.8,1,0,0,0,0,0
mpio,85136,1.6,1,0,0,0,0,0
mpio,85139,1.6,1,0,0,0,0,0
mpio,85162,1.6,1,0,0,0,0,0
mpio,85225,1.6,1,0,0,0,0,0
mpio,85250,1.8,1,0,0,0,0,0
mpio,85263,1.6,1,0,0,0,0,0
mpio,85279,1.6,1,0,0,0,1,0
mpio,85300,1.6,1,0,0,0,1,0
mpio,85315,1.6,1,0,0,0,0,0
mpio,85325,1.6,1,0,0,0,0,0
mpio,85400,1.6,1,0,0,0,0,0
mpio,85410,1.6,1,0,0,0,0,0
mpio,85430,1.6,1,0,0,0,0,0
mpio,85440,1.6,1,0,0,0,0,0
mpio,86219,1.6,1,0,0,0,0,0
mpio,86749,1.6,1,0,0,0,0,0
mpio,86755,1.9,1,0,0,0,0,0
mpio,86757,1.9,1,0,0,0,0,0
mpio,86760,1.9,1,0,0,0,0,0
mpio,88001,1.7,1,0,0,0,0,0
mpio,88564,1.7,1,0,0,0,1,0
mpio,91263,1.6,1,0,0,0,0,0
mpio,91405,1.8,1,0,0,0,0,0
mpio,91430,1.6,1,0,0,0,0,0
mpio,91460,1.9,1,0,0,0,0,0
mpio,91530,1.6,1,0,0,0,0,0
mpio,91536,1.6,1,0,0,0,0,0
mpio,91540,1.8,1,0,0,0,0,0
mpio,91669,1.8,1,0,0,0,0,0
mpio,91798,1.8,1,0,0,0,0,0
mpio,94663,1.6,1,0,0,0,0,0
mpio,94883,1.8,1,0,0,0,0,0
mpio,94884,1.8,1,0,0,0,0,0
mpio,94885,1.6,1,0,0,0,0,0
mpio,94886,1.8,1,0,0,0,0,0
mpio,94887,1.9,1,0,0,0,0,0
mpio,94888,1.6,1,0,0,0,0,0
mpio,97001,1.7,1,0,0,0,0,0
mpio,97161,1.8,1,0,0,0,0,0
mpio,97511,1.6,1,0,0,0,0,0
mpio,97666,1.6,1,0,0,0,0,0
mpio,97777,1.6,1,0,0,0,0,0
mpio,97889,1.6,1,0,0,0,0,0
mpio,99624,1.9,1,0,0,0,0,0
pueblo,021,1.7,1,0,0,0,0,0
pueblo,025,1.7,1,0,0,0,0,0
pueblo,026,1.8,1,0,0,0,0,0
pueblo,090,1.7,1,0,0,0,0,0
pueblo,160,1.7,1,0,0,0,0,0
pueblo,251,1.7,1,0,0,0,0,0
pueblo,252,1.7,1,0,0,0,0,0
pueblo,285,1.7,1,0,0,0,0,0
pueblo,300,1.8,1,0,0,0,0,0
pueblo,380,1.8,1,0,0,0,0,0
pueblo,400,1.8,1,0,0,0,0,0
pueblo,430,1.9,1,0,0,0,0,0
pueblo,431,1.9,1,0,0,0,0,0
pueblo,432,1.6,1,0,0,0,0,0
pueblo,433,1.7,1,0,0,0,1,0
pueblo,434,1.7,1,0,0,0,0,0
pueblo,435,1.8,1,0,0,0,0,0
pueblo,455,1.7,1,0,0,0,0,0
pueblo,480,1.9,1,0,0,0,0,0
pueblo,585,1.8,1,0,0,0,0,0
pueblo,610,1.7,1,0,0,0,0,0
pueblo,621,1.7,1,0,0,0,0,0
pueblo,630,1.8,1,0,0,0,0,0
pueblo,670,1.9,1,0,0,0,0,0
pueblo,732,1.8,1,0,0,0,0,0
pueblo,760,1.7,1,0,0,0,0,0
pueblo,830,1.8,1,0,0,0,0,0
pueblo,855,1.7,1,0,0,0,1,0
pueblo,860,1.7,1,0,0,0,1,0
pueblo,870,1.9,1,0,0,0,0,0
pueblo,880,1.7,1,0,0,0,0,0
pueblo,890,1.7,1,0,0,0,0,0
pueblo,910,1.7,1,0,0,0,0,0
pueblo,920,1.7,1,0,0,0,0,0
pueblo,930,1.7,1,0,0,0,0,0
pueblo,940,1.7,1,0,0,0,1,0
pueblo,950,1.7,1,0,0,0,0,0
pueblo,960,1.8,1,0,0,0,0,0
pueblo,970,1.8,1,0,0,0,0,0
resguardo,10001,1.6,0,0,0,0,1,0
resguardo,10002,1.6,0,0,0,0,1,0
resguardo,10003,1.6,0,0,0,0,1,0
resguardo,10004,1.6,0,0,0,0,1,0
resguardo,10005,1.6,0,0,0,0,1,0
resguardo,10006,1.6,0,0,0,0,1,0
resguardo,10007,1.6,0,0,0,0,1,0
resguardo,10008,1.6,0,0,0,0,1,0
resguardo,10009,1.6,0,0,0,0,1,0
resguardo,10010,1.6,0,0,0,0,1,0
resguardo,10011,1.6,0,0,0,0,1,0
resguardo,10012,1.6,0,0,0,0,1,0
resguardo,10013,1.6,0,0,0,0,1,0
resguardo,10014,1.6,0,0,0,0,1,0
resguardo,10015,1.6,0,0,0,0,1,0
resguardo,10016,1.6,0,0,0,0,1,0
resguardo,10017,1.6,0,0,0,0,1,0
resguardo,10018,1.6,0,0,0,0,1,0
resguardo,10019,1.6,0,0,0,0,1,0
resguardo,10020,1.6,0,0,0,0,1,0
resguardo,10021,1.6,0,0,0,0,1,0
resguardo,10022,1.6,0,0,0,0,1,0
resguardo,10023,1.6,0,0,0,0,1,0
resguardo,10024,1.6,0,0,0,0,1,0
resguardo,10025,1.6,0,0,0,0,1,0
resguardo,10026,1.6,0,0,0,0,1,0
resguardo,10027,1.6,0,0,0,0,1,0
resguardo,10028,1.6,0,0,0,0,1,0
resguardo,10029,1.6,0,0,0,0,1,0
resguardo,10030,1.6,0,0,0,0,1,0
resguardo,10031,1.6,0,0,0,0,1,0
resguardo,10032,1.6,0,0,0,0,1,0
resguardo,10033,1.6,0,0,0,0,1,0
resguardo,10034,1.6,0,0,0,0,1,0
resguardo,10035,1.6,0,0,0,0,1,0
resguardo,10036,1.6,0,0,0,0,1,0
resguardo,10037,1.6,0,0,0,0,1,0
resguardo,10038,1.6,0,0,0,0,1,0
resguardo,10039,1.6,0,0,0,0,1,0
resguardo,10040,1.6,0,0,0,0,1,0
resguardo,10041,1.6,0,0,0,0,1,0
resguardo,10042,1.6,0,0,0,0,1,0
resguardo,10043,1.6,0,0,0,0,1,0
resguardo,10044,1.6,0,0,0,0,1,0
resguardo,10045,1.6,0,0,0,0,1,0
resguardo,10046,1.6,0,0,0,0,1,0
resguardo,10047,1.6,0,0,0,0,1,0
resguardo,10048,1.6,0,0,0,0,1,0
resguardo,10049,1.6,0,0,0,0,1,0
resguardo,10050,1.6,0,0,0,0,1,0
resguardo,10051,1.6,0,0,0,0,1,0
resguardo,10052,1.6,0,0,0,0,1,0
resguardo,10053,1.6,0,0,0,0,1,0
resguardo,10054,1.6,0,0,0,0,1,0
resguardo,10055,1.6,0,0,0,0,1,0
resguardo,10056,1.6,0,0,0,0,1,0
resguardo,10057,1.6,0,0,0,0,1,0
resguardo,10058,1.6,0,0,0,0,1,0
resguardo,10059,1.6,0,0,0,0,1,0
resguardo,10060,1.6,0,0,0,0,1,0
resguardo,10061,1.6,0,0,0,0,1,0
resguardo,10062,1.6,0,0,0,0,1,0
resguardo,10063,1.6,0,0,0,0,1,0
resguardo,10064,1.6,0,0,0,0,1,0
resguardo,10065,1.6,0,0,0,0,1,0
resguardo,10066,1.6,0,0,0,0,1,0
resguardo,10067,1.6,0,0,0,0,1,0
resguardo,10068,1.6,0,0,0,0,1,0
resguardo,10069,1.7,0,0,0,0,1,0
resguardo,10070,1.6,0,0,0,0,1,0
resguardo,10071,1.6,0,0,0,0,1,0
resguardo,10072,1.6,0,0,0,0,1,0
resguardo,10073,1.6,0,0,0,0,1,0
resguardo,10074,1.6,0,0,0,0,1,0
resguardo,10075,1.6,0,0,0,0,1,0
resguardo,10076,1.6,0,0,0,0,1,0
resguardo,10077,1.6,0,0,0,0,1,0
resguardo,10078,1.6,0,0,0,0,1,0
resguardo,10079,1.6,0,0,0,0,1,0
resguardo,10080,1.6,0,0,0,0,1,0
resguardo,10081,1.6,0,0,0,0,1,0
resguardo,10082,1.6,0,0,0,0,1,0
resguardo,10083,1.6,0,0,0,0,1,0
resguardo,10084,1.6,0,0,0,0,1,0
resguardo,10085,1.6,0,0,0,0,1,0
resguardo,10086,1.6,0,0,0,0,1,0
resguardo,10087,1.6,0,0,0,0,1,0
resguardo,10088,1.6,0,0,0,0,1,0
resguardo,10089,1.6,0,0,0,0,1,0
resguardo,10090,1.6,0,0,0,0,1,0
resguardo,10091,1.6,0,0,0,0,1,0
resguardo,10092,1.6,0,0,0,0,1,0
